value_0,value_1,value_2,result
738,138,251,false
509,457,677,false
na,576,608,false
760,343,768,false
437,64,649,false
486,619,539,false
403,185,252,false
715,234,844,false
482,135,269,false
na,270,210,false
547,313,798,false
171,94,92,false
204,526,997,false
121,na,660,false
324,142,140,false
266,601,331,false
366,na,458,false
17,na,674,false
911,523,818,false
749,590,552,false
273,260,809,false
485,680,118,false
977,764,961,true
115,691,429,false
186,509,864,false
120,753,754,false
321,na,88,false
16,554,465,false
33,597,na,false
509,997,702,false
875,943,557,false
na,871,687,false
196,64,908,false
374,197,na,false
838,40,896,false
839,747,211,false
692,815,238,false
646,79,781,false
325,691,na,false
962,266,878,false
727,400,976,false
832,258,910,false
64,263,na,false
416,978,256,false
292,73,477,false
523,404,504,false
826,226,606,false
602,507,663,false
372,160,937,false
797,764,na,true
588,519,432,false
665,174,966,false
983,393,629,false
686,528,247,false
325,912,878,false
na,541,372,false
890,na,275,false
540,342,na,false
408,329,338,false
256,522,604,false
339,521,651,false
230,798,975,false
997,884,867,true
723,560,36,false
814,379,274,false
894,855,555,false
370,974,246,false
102,366,594,false
381,937,516,false
39,369,535,false
288,169,107,false
285,446,212,false
667,100,758,false
302,437,2,false
595,884,160,false
90,248,969,false
na,300,23,false
35,na,407,false
179,698,135,false
782,681,679,true
341,446,995,false
24,572,158,false
82,196,647,false
419,320,153,false
840,51,342,false
904,367,237,false
645,33,700,false
613,47,340,false
na,193,992,false
693,785,10,false
460,746,811,false
931,482,767,false
na,195,193,false
550,16,na,false
318,910,328,false
na,841,505,false
121,859,239,false
339,923,53,false
826,276,820,false
332,na,598,false
373,317,960,false
479,425,105,false
42,3,607,false
114,892,936,false
67,419,507,false
252,255,540,false
800,313,176,false
55,444,160,false
427,708,171,false
318,361,116,false
81,286,171,false
na,98,287,false
523,553,921,false
417,452,943,false
742,808,314,false
8,461,827,false
169,189,296,false
467,746,123,false
707,519,797,false
505,na,575,false
144,461,587,false
257,88,16,false
273,646,749,false
377,na,114,false
871,na,678,false
na,542,415,false
740,479,841,false
698,859,475,false
635,640,540,false
312,464,936,false
596,198,516,false
520,na,616,false
913,520,921,false
590,222,na,false
118,874,458,false
446,na,146,false
729,821,na,false
379,130,798,false
379,858,385,false
673,113,647,false
69,874,911,false
392,328,266,false
237,na,634,false
569,166,910,false
336,622,582,false
688,888,483,false
7,693,419,false
772,228,955,false
349,0,580,false
789,624,443,false
313,219,na,false
645,781,43,false
531,615,321,false
159,179,356,false
288,614,545,false
90,889,283,false
na,740,141,false
662,132,16,false
297,na,55,false
148,871,125,false
na,492,871,false
549,815,609,false
461,782,71,false
522,970,845,false
691,124,na,false
156,794,859,false
674,827,64,false
194,338,409,false
227,740,528,false
804,337,na,false
298,593,na,false
140,na,482,false
563,397,897,false
451,480,866,false
564,957,788,false
416,128,526,false
478,429,760,false
738,550,670,false
263,453,442,false
955,83,943,false
432,635,898,false
362,125,787,false
804,170,50,false
581,17,428,false
153,509,196,false
162,99,414,false
949,67,303,false
753,250,912,false
113,345,761,false
659,439,na,false
454,798,754,false
148,na,330,false
na,316,485,false
187,na,121,false
na,236,890,false
102,786,900,false
719,501,434,false
979,749,437,false
106,569,804,false
394,335,na,false
267,933,124,false
534,23,422,false
562,662,867,false
na,831,753,false
550,301,439,false
214,124,58,false
844,97,599,false
112,293,116,false
864,581,245,false
123,493,48,false
599,426,5,false
480,278,632,false
734,908,133,false
521,618,782,false
516,199,83,false
891,34,775,false
746,322,259,false
627,668,826,false
na,511,529,false
460,536,579,false
624,872,645,false
379,355,16,false
995,963,974,true
378,176,22,false
287,634,na,false
319,187,230,false
41,235,554,false
183,272,154,false
119,728,535,false
997,487,983,false
na,557,815,false
941,623,48,false
25,697,748,false
313,756,895,false
226,491,491,false
259,350,227,false
602,666,828,false
333,na,569,false
89,404,876,false
130,480,295,false
958,316,520,false
329,578,258,false
242,589,85,false
na,809,409,false
556,525,47,false
962,421,na,false
934,449,843,false
190,893,720,false
501,965,913,false
706,323,538,false
460,724,765,false
254,796,707,false
941,96,726,false
345,na,286,false
358,982,na,false
826,585,na,false
282,719,580,false
385,898,603,false
322,564,652,false
223,913,na,false
268,45,105,false
823,631,47,false
337,781,169,false
538,16,961,false
822,275,902,false
172,816,244,false
409,922,981,false
638,209,590,false
667,244,536,false
na,673,226,false
968,448,744,false
118,610,614,false
149,562,50,false
712,835,826,true
723,275,274,false
921,358,961,false
80,231,535,false
na,866,355,false
107,913,954,false
229,624,974,false
416,218,na,false
948,37,204,false
269,25,na,false
481,na,265,false
647,na,22,false
991,911,na,true
764,216,973,false
183,599,566,false
321,629,88,false
415,968,572,false
233,na,420,false
541,330,342,false
528,689,711,false
877,680,612,false
659,477,960,false
375,622,992,false
394,602,742,false
128,926,na,false
836,303,912,false
na,344,892,false
na,480,840,false
990,691,686,true
866,983,711,true
815,90,656,false
605,484,484,false
557,727,920,false
965,602,671,false
694,276,717,false
954,834,781,true
100,941,166,false
320,699,824,false
1,344,156,false
601,688,642,false
739,620,228,false
84,47,824,false
888,916,195,false
857,470,72,false
523,115,991,false
835,326,83,false
13,392,284,false
300,602,939,false
260,761,436,false
691,574,837,false
366,49,na,false
929,544,870,false
451,127,31,false
93,700,275,false
38,259,950,false
396,380,11,false
169,756,763,false
618,243,813,false
565,985,134,false
591,66,678,false
688,na,927,false
928,490,505,false
189,576,900,false
320,337,na,false
541,71,264,false
349,198,na,false
248,228,169,false
na,950,296,false
478,594,896,false
732,877,280,false
442,635,381,false
498,93,186,false
868,345,439,false
583,20,924,false
na,506,146,false
826,686,594,false
639,675,229,false
881,na,165,false
25,650,659,false
382,295,521,false
431,796,252,false
839,697,345,false
974,na,205,false
883,502,235,false
998,460,na,false
570,913,267,false
103,301,142,false
916,809,832,true
698,210,515,false
177,17,na,false
963,547,186,false
257,147,536,false
466,na,191,false
621,954,267,false
190,965,529,false
200,306,899,false
291,426,8,false
680,336,378,false
361,889,124,false
345,320,556,false
657,454,na,false
750,338,758,false
263,539,na,false
853,261,348,false
378,965,5,false
977,293,285,false
4,na,587,false
103,222,707,false
115,44,773,false
622,730,40,false
877,441,239,false
168,857,93,false
762,333,711,false
373,322,652,false
402,61,154,false
470,633,na,false
657,163,696,false
888,308,na,false
723,344,948,false
379,na,744,false
na,999,813,false
882,651,na,false
278,760,496,false
95,164,793,false
101,240,828,false
50,627,203,false
216,na,656,false
137,448,519,false
581,596,721,false
530,421,321,false
na,564,464,false
372,879,221,false
141,814,611,false
517,735,923,false
692,569,774,false
612,81,883,false
363,322,570,false
335,765,135,false
661,132,118,false
414,320,781,false
999,na,338,false
910,505,902,false
500,na,654,false
na,930,94,false
938,519,na,false
591,567,na,false
808,640,494,false
na,771,289,false
193,925,501,false
557,620,636,false
830,659,969,true
553,219,113,false
659,292,350,false
744,513,657,false
306,351,897,false
658,864,701,true
692,988,na,true
247,584,na,false
927,381,895,false
546,739,288,false
597,651,na,false
681,920,907,true
385,490,846,false
794,568,328,false
389,399,362,false
349,751,604,false
304,800,801,false
227,719,812,false
613,na,377,false
558,503,514,false
825,529,278,false
216,275,806,false
854,450,187,false
263,924,622,false
897,919,853,true
773,na,534,false
925,458,58,false
149,na,326,false
790,185,673,false
878,33,588,false
899,479,181,false
967,95,134,false
608,757,102,false
na,811,751,true
783,903,963,true
873,976,561,false
362,598,364,false
432,109,280,false
431,189,161,false
770,547,412,false
574,661,447,false
983,873,745,true
667,634,244,false
397,945,151,false
573,980,416,false
338,677,159,false
441,746,893,false
295,492,na,false
390,567,823,false
148,994,940,false
309,437,79,false
na,49,36,false
605,919,505,false
na,960,729,false
993,539,149,false
933,374,702,false
742,6,692,false
467,469,436,false
29,590,623,false
324,412,72,false
74,217,2,false
na,164,603,false
601,433,887,false
716,640,635,false
80,997,347,false
na,369,276,false
757,496,na,false
632,596,159,false
495,17,268,false
906,na,655,false
90,362,na,false
539,834,635,false
166,179,530,false
729,645,389,false
352,246,702,false
239,114,504,false
670,387,611,false
22,454,666,false
202,907,na,false
369,695,338,false
179,615,527,false
na,709,524,false
500,483,724,false
743,607,590,false
62,470,196,false
238,727,97,false
523,929,814,false
881,630,40,false
328,187,606,false
550,309,na,false
na,91,886,false
177,8,182,false
261,563,396,false
964,na,749,true
905,646,849,false
595,832,457,false
na,306,129,false
41,77,887,false
826,297,65,false
287,710,436,false
816,117,173,false
153,975,143,false
794,887,986,true
460,340,85,false
830,262,748,false
687,316,na,false
712,732,na,false
na,879,293,false
103,716,771,false
52,488,236,false
584,151,na,false
662,na,988,true
562,na,864,false
52,812,326,false
830,487,681,false
422,274,208,false
na,947,766,false
17,428,68,false
605,406,472,false
282,866,290,false
777,946,493,false
99,635,978,false
35,158,609,false
na,812,520,false
206,35,673,false
386,144,976,false
na,565,650,false
17,223,333,false
76,503,387,false
779,274,583,false
788,442,923,false
298,732,432,false
45,718,199,false
562,770,442,false
259,na,798,false
539,456,897,false
954,633,565,false
70,543,301,false
291,793,765,false
711,678,70,false
135,na,970,false
479,484,172,false
389,878,483,false
774,734,836,true
248,274,303,false
246,904,228,false
85,354,831,false
161,399,764,false
610,173,871,false
326,586,806,false
564,778,925,false
746,315,206,false
692,556,195,false
722,740,577,false
372,975,395,false
989,778,696,true
241,na,194,false
na,12,59,false
807,335,322,false
657,na,130,false
865,53,214,false
39,865,669,false
242,741,940,false
930,851,277,false
520,na,295,false
268,816,523,false
832,704,817,true
477,945,105,false
na,410,754,false
690,176,826,false
273,461,236,false
626,757,641,false
973,44,637,false
394,126,na,false
82,433,514,false
388,979,724,false
526,159,615,false
186,394,637,false
118,749,129,false
565,410,926,false
918,22,na,false
210,306,928,false
572,388,18,false
834,239,na,false
936,278,896,false
732,947,431,false
5,na,543,false
405,541,12,false
925,536,432,false
6,48,212,false
835,796,568,false
544,768,340,false
134,63,272,false
848,771,231,false
333,334,166,false
807,51,35,false
488,na,737,false
621,895,440,false
506,24,9,false
334,na,688,false
902,na,400,false
492,623,295,false
533,28,886,false
570,618,804,false
925,254,291,false
707,960,259,false
48,259,186,false
312,356,431,false
na,967,620,false
na,229,36,false
441,116,309,false
516,5,849,false
926,371,946,false
na,312,555,false
576,282,274,false
566,562,760,false
55,209,na,false
784,66,456,false
852,768,na,true
26,na,428,false
577,na,806,false
178,na,3,false
658,537,25,false
734,745,443,false
894,930,903,true
867,644,316,false
461,548,132,false
162,5,717,false
876,216,444,false
550,330,800,false
483,268,641,false
na,816,803,false
143,835,697,false
511,na,164,false
na,264,970,false
250,371,8,false
155,911,131,false
383,784,798,false
936,771,282,false
263,784,83,false
258,795,975,false
737,85,360,false
803,143,667,false
437,669,425,false
938,491,891,false
487,599,122,false
157,930,460,false
na,420,851,false
307,943,400,false
904,na,463,false
70,127,191,false
793,926,681,true
693,903,718,true
822,866,699,true
465,na,44,false
na,768,44,false
704,817,720,true
135,866,742,false
188,398,530,false
706,858,na,true
663,244,494,false
768,38,258,false
878,342,na,false
729,471,98,false
na,836,776,false
721,558,124,false
523,34,813,false
225,266,368,false
685,454,357,false
646,611,547,false
574,na,215,false
270,305,659,false
171,907,703,false
140,870,81,false
581,242,536,false
904,370,na,false
578,412,251,false
695,425,126,false
649,691,112,false
711,578,414,false
903,271,na,false
720,408,40,false
547,142,677,false
911,21,105,false
982,230,611,false
311,303,na,false
407,945,708,false
9,591,na,false
302,134,552,false
117,724,na,false
545,233,14,false
587,960,51,false
31,274,532,false
11,486,796,false
404,597,324,false
756,450,575,false
51,454,543,false
697,48,830,false
734,361,882,false
142,60,981,false
781,900,944,true
594,289,492,false
515,186,na,false
350,700,579,false
814,807,777,true
na,567,586,false
365,410,505,false
657,845,424,false
713,951,982,true
675,482,428,false
792,613,79,false
844,665,807,true
na,647,806,false
149,766,741,false
392,919,128,false
4,981,241,false
94,74,994,false
34,381,551,false
552,126,318,false
185,148,363,false
808,518,440,false
492,178,770,false
42,709,846,false
na,448,898,false
891,369,644,false
104,na,543,false
442,504,na,false
837,905,900,true
549,659,723,false
9,132,702,false
864,51,na,false
792,4,308,false
120,827,374,false
557,na,867,false
283,567,862,false
293,576,609,false
636,na,433,false
377,802,499,false
225,519,907,false
520,728,717,false
83,964,750,false
909,219,394,false
852,na,511,false
na,438,802,false
904,634,998,false
84,948,854,false
310,7,128,false
na,844,273,false
986,325,681,false
449,178,319,false
237,560,181,false
201,na,926,false
234,789,914,false
175,494,983,false
600,783,na,false
381,963,416,false
972,366,38,false
878,377,973,false
na,399,558,false
524,996,600,false
352,507,48,false
na,420,780,false
66,615,95,false
996,251,622,false
103,292,480,false
407,650,237,false
971,na,911,false
887,102,314,false
252,519,551,false
385,944,401,false
799,394,424,false
347,na,428,false
536,391,400,false
508,871,620,false
71,32,748,false
749,469,274,false
na,711,2,false
798,659,783,true
972,836,840,true
721,na,94,false
483,405,759,false
215,na,781,false
na,430,573,false
512,563,950,false
212,160,837,false
581,509,na,false
325,945,na,false
765,932,691,true
na,259,367,false
na,524,853,false
422,305,210,false
155,804,559,false
987,321,385,false
450,923,218,false
652,877,41,false
812,235,712,false
552,138,588,false
812,162,346,false
17,980,467,false
370,174,404,false
403,227,372,false
207,na,138,false
216,955,905,false
337,973,354,false
760,627,na,false
na,223,932,false
305,339,505,false
514,225,86,false
943,283,182,false
422,119,na,false
na,586,404,false
698,250,101,false
657,96,599,false
824,857,755,true
505,38,347,false
88,350,762,false
na,363,105,false
739,519,178,false
